@issn_type_id:=idns_id
7
@eissn_type_id:=idns_id
6
@doi_type_id:=idns_id
8
@e_issn2_type_id:=idns_id
91
ti_id	ISBN	EISSN	DOI	EISSN2	tipp_coverage_note
9675	0969-1855	NULL	10.1002/(ISSN)1932-2143a	NULL	now: Asia-Pacific Journal of Chemical Engineering
9676	0003-3146	NULL	10.1002/(ISSN)1522-9505	NULL	now: Macromolecular Chemistry and Physics
9677	1057-3593	NULL	10.1002/(ISSN)1099-0917	NULL	now: Infant and Child Development
9678	0968-9427	NULL	10.1002/(ISSN)1099-0925	NULL	now: Corporate Social Responsibility and Environmental Management
9679	1035-6851	NULL	10.1111/(ISSN)1442-2026	NULL	now: Emergency Medicine Australasia 
9680	0278-4491	NULL	10.1002/(ISSN)1547-5921	NULL	now: Environmental Progress and Sustainable Energy
9681	1053-4726	NULL	10.1002/(ISSN)1098-2256	NULL	now: Environmental Toxicology
9682	0961-0405	NULL	10.1002/(ISSN)1099-0976	NULL	now: Environmental Policy and Governance
9683	0014-2956	NULL	10.1111/(ISSN)1432-1033	NULL	now: FEBS Journal
9684	0300-1237	NULL	10.1111/(ISSN)1439-0329a	NULL	now: Forest Pathology
9685	0960-7420	NULL	10.1111/(ISSN)1365-2370	NULL	now: International Journal of Immunogenetics 
9686	1124-318X	NULL	10.1002/(ISSN)1541-8251	NULL	now: Transactions on Emerging Telecommunications Technologies
9687	0027-769X	NULL	10.1002/(ISSN)1521-3803	NULL	now: Molecular Nutrition and Food Research
9688	0150-5505	NULL	10.1111/(ISSN)1751-908Xa	NULL	now: Geostandards and Geoanalytical Research
9689	0096-0802	NULL	10.1002/(ISSN)1520-6556	NULL	now: Heat Transfer - Asian Research
9690	1045-2699	NULL	10.1002/(ISSN)1522-7111	NULL	now: Human Factors and Ergonomics in Manufacturing & Service Industries
9691	1541-5147	NULL	10.1111/(ISSN)1744-618X	NULL	now: International Journal of Nursing Knowledge
9692	1747-7166	NULL	10.1111/(ISSN)1747-7174	NULL	now: Pediatric Obesity
9693	1077-3495	NULL	10.1002/(ISSN)1099-1220	NULL	now: Population, Space and Place
9694	0737-2884	NULL	10.1002/(ISSN)1099-1247	NULL	now: International Journal of Satellite Communications and Networking
9696	1479-697X	NULL	10.1111/(ISSN)1479-6988	NULL	now: International Journal of Evidence-Based Healthcare
9697	0260-9991	NULL	10.1111/(ISSN)1468-5949	NULL	now: International Journal of Art and Design Education
9698	0144-1795	NULL	10.1111/(ISSN)1365-2680	NULL	now: Autonomic and Autacoid Pharmacology
9699	0884-3996	NULL	10.1002/(ISSN)1099-1271	NULL	now: Luminescence
9700	0021-9304	NULL	10.1002/(ISSN)1097-4636	NULL	split: to sections A+B
9702	0309-3891	NULL	10.1111/(ISSN)1470-6431a	NULL	now: Internation Journal of Consumer Studies
9704	0935-6304	NULL	10.1002/(ISSN)1521-4168	NULL	now: Journal of Separation Science
9705	0022-1937	NULL	10.1111/(ISSN)1548-2456a	NULL	now: Latin American Politics and Society
9706	1085-7052	NULL	10.1111/(ISSN)1548-7180a	NULL	now: The Journal of Latin American and Caribbean Anthropology
9707	0022-3034	NULL	10.1002/(ISSN)1097-4695	NULL	now: Developmental Neurobiology
9708	0091-2182	NULL	10.1111/(ISSN)1879-1565	NULL	now: Journal of Midwifery and Women's Health
9709	1531-1864	NULL	10.1002/(ISSN)1531-6653	NULL	now: Global Business and Organizational Excellence
9711	0741-2223	NULL	10.1002/(ISSN)1097-4563	NULL	now: Journal of Field Robotics
9712	1532-060X	NULL	10.1002/(ISSN)1532-0618	NULL	now: Journal of Software: Evolution and Process
9713	1040-550X	NULL	10.1002/(ISSN)1096-908X	NULL	now: Journal of Software: Evolution and Process
9714	1122-8385	NULL	10.1002/(ISSN)1538-523X	NULL	now: Structural Control and Health Monitoring
9715	0002-8231	NULL	10.1002/(ISSN)1097-4571	NULL	now: Journal of the American Society for Information Science and Technology
9716	0037-9859	NULL	10.1111/(ISSN)1478-4408b	NULL	now: Coloration Technology
9717	0931-184X	NULL	10.1111/(ISSN)1439-0442	NULL	now: Transboundary and Emerging Diseases
9718	0931-1793	NULL	10.1111/(ISSN)1439-0450	NULL	now: Zoonoses and Public Health
9719	0931-5985	NULL	10.1002/(ISSN)1521-4133	NULL	now: European Journal of Lipid Science and Technology
9720	0098-1532	NULL	10.1002/(ISSN)1096-911X	NULL	now: Pediatric Blood and Cancer
9721	1080-4013	NULL	10.1002/(ISSN)1098-2779	NULL	now: Developmental Disabilities Research Review 
9722	1079-1760	NULL	10.1111/(ISSN)1468-2486a	NULL	now: International Studies Review
9723	1471-8278	NULL	10.1111/(ISSN)1471-8286	NULL	now: Molecular Ecology Resources
9724	1556-4789	NULL	10.1111/(ISSN)1556-4797	NULL	now: Annals Of Anthropological Practice
9725	0277-8556	NULL	10.1002/(ISSN)1520-6734	NULL	now: Global Business And Organizational Excellence
9726	0743-5665	NULL	10.1002/(ISSN)1520-6742	NULL	now: Natural Gas and Electricity
9727	0193-9416	NULL	10.1002/(ISSN)1558-4453	NULL	now: New Directions For Youth Development
9728	1070-3535	NULL	10.1111/(ISSN)1468-0041	NULL	now: Jjuncture; previously: Public Policy Research 2005-2013
9730	1523-5416	NULL	10.1002/(ISSN)1943-7501	NULL	now: Recruiting and Retaining Adult Learners
9731	0277-0180	NULL	10.1111/(ISSN)1468-0076	NULL	now: OPEC Energy Review
9732	0902-0055	NULL	10.1111/(ISSN)1399-302X	NULL	now: Molecular Oral Microbiology 
9733	0031-613X	NULL	10.1002/(ISSN)1096-9063	NULL	now: Pest Management Science 
9734	0901-9928	NULL	10.1111/(ISSN)1600-0773a	NULL	now: Basic and Clinical Pharmacology and Toxicology
9735	1460-8081	NULL	10.1111/(ISSN)2042-7158a	NULL	merged: Journal of Pharmacy and Pharmacology
9736	0893-5785	NULL	10.1111/(ISSN)1600-0749	NULL	now: Pigment Cell and Melanoma Research
9737	1543-1789	NULL	10.1111/(ISSN)1754-6095a	NULL	now Poe Studies
9738	1357-8170	NULL	10.1002/(ISSN)2047-2900	NULL	now: Practical Diabetes
9739	1611-020X	NULL	10.1002/(ISSN)1611-0218	NULL	now: Molecular Informatics
9740	0931-8771	NULL	10.1002/(ISSN)1521-3838	NULL	now: Molecular Informatics
9741	0034-0472	NULL	10.1111/(ISSN)1467-9345	NULL	now: Literacy
9742	0886-9375	NULL	10.1002/(ISSN)1099-1646	NULL	now: River Research And Applications
9745	1077-4866	NULL	10.1002/(ISSN)1099-1670	NULL	now: Journal of Software; Evolution and Process
9746	0730-2177	NULL	10.1111/(ISSN)1747-1346a	NULL	now: Politics and Policy
9747	0748-8386	NULL	10.1002/(ISSN)1099-1700	NULL	now: Stress and Health
9748	0270-3211	NULL	10.1002/(ISSN)1520-6866	NULL	now: Birth Defects Research Part B
9749	0040-3709	NULL	10.1002/(ISSN)1096-9926	NULL	now: Birth Defects Research Part A
9750	0003-276X	NULL	10.1002/(ISSN)1097-0185	NULL	split: A+B now: The Anatomical Record
9751	NULL	NULL	10.1002/(ISSN)1552-4892	NULL	now: The Anatomical Record
9752	1552-4914	NULL	10.1002/(ISSN)1552-4914	NULL	now: The Anatomical Record
9753	0020-6652	NULL	10.1111/(ISSN)1520-6874	NULL	now: Thunderbird International Business Review
9754	1537-4726	NULL	10.1111/(ISSN)1540-594X	NULL	now: The Journal of American Culture
9755	0191-1813	NULL	10.1111/(ISSN)1542-734Xa	NULL	now: The Journal of American Culture
9756	0022-104X	NULL	10.1002/(ISSN)1097-010Xa	NULL	split: to sections A+B
9757	1931-0293	NULL	10.1002/(ISSN)2164-490X	NULL	now: Journal of Humanistic Counselling
9758	0735-6846	NULL	10.1002/(ISSN)2164-4683	NULL	now: Journal of Humanistic Counselling
9759	1397-002X	NULL	10.1111/(ISSN)1399-3011	NULL	now: Chemical Biology and Drug Design
9760	1049-8907	NULL	10.1002/(ISSN)1099-1778	NULL	now: Computer Animation and Virtual Worlds
9763	1091-6660	NULL	10.1111/(ISSN)1526-0968	NULL	now: Therapeutic Apheresis and Dialysis
9764	1362-5306	NULL	10.1002/(ISSN)1931-2288	NULL	now: Trends In Urology and Men's Health
9777	0031-8051	NULL	10.1111/(ISSN)1468-0149	NULL	now: Analytic Philosophy
9779	0894-8631	NULL	NULL	NULL	Absorbed
9780	1040-0656	NULL	NULL	NULL	Now: Feminist Formations 2010 -
9854	0577-9235	NULL	NULL	NULL	Now: Late Imperial China 1985-
9867	0735-8393	NULL	NULL	NULL	Now: PAJ: A Journal of Performance and Art 1998-
9872	1946-4444	NULL	NULL	NULL	Now: SAIS Review of International Affairs. Previously: SAIS Review (1981-1989)
9882	1030-0112	NULL	NULL	NULL	Formerly published by Australian Academic Press
9883	0814-0626	NULL	NULL	NULL	Formerly published by Australian Academic Press 
9884	1037-2911	NULL	NULL	NULL	Formerly published by Australian Academic Press
9885	1326-0111	NULL	NULL	NULL	Formerly published by Australian Academic Press
9886	1323-8922	NULL	NULL	NULL	Formerly published by Australian Academic Press
9887	0813-4839	NULL	NULL	NULL	Formerly published by Australian Academic Press 
9888	1443-9646	NULL	NULL	NULL	Formerly published by Australian Academic Press 
9889	1035-0772	NULL	NULL	NULL	Formerly published by Australian Academic Press
9896	1833-8550	NULL	NULL	NULL	Formerly published by Australian Academic Press
9900	NULL	NULL	NULL	NULL	Formerly South Pacific Journal of Psychology. Formerly published by Australian Academic Press 
9901	NULL	NULL	NULL	NULL	Formerly published by Australian Academic Press 
9902	1834-2612	NULL	NULL	NULL	Formerly published by Australian Academic Press 
9908	0079-497X	NULL	NULL	NULL	New for 2013.  Previously self published. Previous content will be digitised and added throughout 2013. A 2013 subscription includes access to the 2010-2013 vols online.  
9910	1321-8166	NULL	NULL	NULL	Formerly published by Australian Academic Press
9915	1832-4274	NULL	NULL	NULL	Formerly published by Australian Academic Press
9917	2078-6336	NULL	NULL	NULL	Formerly Animal Genetic Resources Information
9918	1366-6282	NULL	NULL	NULL	Now: Mental Health and Social Inclusion
9929	0735-8547	NULL	NULL	NULL	Merged into: Policing: An International Journal of Police Strategies & Management
9931	1363-8483	NULL	NULL	NULL	Merged into: Strategy & Leadership
9936	1017-6748	NULL	NULL	NULL	Merged into: New Library World
9941	0965-7967	NULL	NULL	NULL	Merged into: The Journal of Risk Finance
9943	1351-3036	NULL	NULL	NULL	Now:  Benchmarking: An International Journal
9947	1466-4100	NULL	NULL	NULL	Now: Clinical Governance: An International Journal. Previously Journal of Clinical Effectiveness Incorporates: Clinical Performance and Quality Healthcare
9948	1063-0279	NULL	NULL	NULL	Merged into: British Journal of Clinical Governance
9951	1355-2503	NULL	NULL	NULL	Now:  Business Process Management Journal
9953	1077-5730	NULL	NULL	NULL	Now: Business Strategy Series
9956	0953-3230	NULL	NULL	NULL	Merged into: Career Development International
9957	0955-6214	NULL	NULL	NULL	Now: Career Development International
9972	1369-7234	NULL	NULL	NULL	Now: Development and Learning in Organizations
9973	1750-5933	NULL	NULL	NULL	Now: Journal of Research in Interactive Marketing
9979	1364-5137	NULL	NULL	NULL	Merged into: Reference Reviews
9980	0955-8217	NULL	NULL	NULL	Now:  Journal of Workplace Learning
9982	0968-4891	NULL	NULL	NULL	Now: Participation and Empowerment: An International Journal
9985	0956-6163	NULL	NULL	NULL	Now:  Management of Environmental Quality: An International Journal
9986	0261-0159	NULL	NULL	NULL	Now:  Equality, Diversity and Inclusion: An International Journal
9994	0309-0590	NULL	NULL	NULL	Now:  European Journal of Training and Development
10002	0955-2065	NULL	NULL	NULL	Merged into: Journal of Management in Medicine
10007	0962-2519	NULL	NULL	NULL	Merged into: Human Resource Management International Digest
10012	0263-5577	NULL	NULL	NULL	Merged: Industrial Management 1970-1980
10017	0957-6061	NULL	NULL	NULL	Now:  Journal of Manufacturing Technology Management Incorporates: International Journal of Agile Management Systems
10018	1465-4652	NULL	NULL	NULL	Merged into: Integrated Manufacturing Systems
10046	0309-0558	NULL	NULL	NULL	Now:   International Journal of Law and Management
10064	0043-8022	NULL	NULL	NULL	Now:  International Journal of Productivity and Performance Management. Previously: Time and Motion Study 1952-1964
10067	1359-8538	NULL	NULL	NULL	Merged into: International Journal of Quality & Reliability Management
10070	0956-4233	NULL	NULL	NULL	Now:  Journal of Service Management
10077	0954-7541	NULL	NULL	NULL	Now: International Journal of Wine Business Research
10109	0957-6053	NULL	NULL	NULL	Now:  Journal of Enterprise Information Management. Previously: Logistics World 1988-1989\n
10125	0268-9235	NULL	NULL	NULL	Now:  Journal of Health Organization and Management. Incorporates: Health Manpower Management
10144	1355-252X	NULL	NULL	NULL	Merged into : Management Decision
10147	1355-2538	NULL	NULL	NULL	Merged into: Marketing Intelligence & Planning
10155	0968-4905	NULL	NULL	NULL	Merged into: Journal of Product & Brand Management
10156	0958-868X	NULL	NULL	NULL	Merged into: Journal of Property Valuation and Investment
10158	0960-2712	NULL	NULL	NULL	Now: Journal of Property Investment & Finance. Previously: Journal of Valuation 1983-1990 Incorporates: Journal of Property Finance
10178	0968-0810	NULL	NULL	NULL	Merged into: Library Management
10186	0140-9174	NULL	NULL	NULL	Now:  Management Research Review
10211	0141-2949	NULL	NULL	NULL	now: Policing: An International Journal of Police Strategies & Management
10248	0954-478X	NULL	NULL	NULL	Now: The TQM Journal. Incorporates: Training for Quality
10249	0968-4875	NULL	NULL	NULL	Merged into: The TQM Magazine
10288	1056-8700	NULL	NULL	NULL	Now: Annual Review of Biophysics; Previously: Annual Review of Biophysics and Biomolecular Structure 1992-2007; Annual Review of Biophysics and Biophysical Chemistry 1985-1991; Annual Review of Biophysics and Bioengineering 1972-1984
10289	0883-9182	NULL	NULL	NULL	Now: Annual Review of Biophysics; Previously: Annual Review of Biophysics and Biomolecular Structure 1992-2007; Annual Review of Biophysics and Biophysical Chemistry 1985-1991; Annual Review of Biophysics and Bioengineering 1972-1984
10290	0743-4634	NULL	NULL	NULL	Now: Annual Review of Cell and Developmental Biology 
10292	0066-4162	NULL	NULL	NULL	Now: Ecology, Evolution and Systematics 
10293	1056-3466	NULL	NULL	NULL	Now: Annual Review of Environment and Resources; Previously: Annual Review of Energy and the Environment 1991-2002; Annual Review of Energy 1976-1990
10294	0362-1626	NULL	NULL	NULL	Now: Annual Review of Environment and Resources; Previously: Annual Review of Energy and the Environment 1991-2002; Annual Review of Energy 1976-1990
10295	0084-6600	NULL	NULL	NULL	Now: Annual Review of Materials Research
10296	0066-4243	NULL	NULL	NULL	Now: Annual Review of Nuclear and Particle Science
10297	0066-4251	NULL	NULL	NULL	Now: Annual Review of Pharmacology and Toxicology
10298	1040-2519	NULL	NULL	NULL	Now: Annual Review of Plant Biology; Previously: Annual Review of Plant Physiology and Plant Molecular Biology 1988-2001; Annual Review of Plant Physiology 1950-1987 
10299	0066-4294	NULL	NULL	NULL	Now: Annual Review of Plant Biology; Previously: Annual Review of Plant Physiology and Plant Molecular Biology 1988-2001; Annual Review of Plant Physiology 1950-1987 
10302	0814-723X	NULL	NULL	NULL	Formerly published by Australian Academic Press. Published by CUP for 2012.. Moving to Wiley for 2013.
10303	NULL	NULL	NULL	NULL	Formerly published by Australian Academic Press 
10304	0816-5122	NULL	NULL	NULL	Formerly published by Australian Academic Press 
10318	0020-2681	NULL	NULL	NULL	Absorbed
10338	0965-2302	NULL	NULL	NULL	Now:International Emergency Nursing 
10340	0959-8022	NULL	NULL	NULL	Now:Information and Organization 
10349	0379-4172	NULL	NULL	NULL	Now:Journal of Genetics and Genomics 
10355	0001-6160	NULL	NULL	NULL	Now:Acta Metallurgica et Materialia 
10369	1138-0322	NULL	NULL	NULL	Now:Revista Española de Nutrición Humana y Dietética 
10377	1065-7355	NULL	NULL	NULL	Merged:Cement and Concrete Research 
10379	0365-1789	NULL	NULL	NULL	Now:Energy Conversion 
10392	0141-1195	NULL	NULL	NULL	Now:Advances in Engineering Software and Workstations 
10394	1093-0191	NULL	NULL	NULL	Merged:Journal of Environmental Management 
10395	0065-2571	NULL	NULL	NULL	Now:Advances in Biological Regulation 
10396	8755-9668	NULL	NULL	NULL	Merged:Free Radical Biology and Medicine 
10397	0897-3660	NULL	NULL	NULL	Merged:Advances in Accounting 
10401	0001-8716	NULL	NULL	NULL	Now:Advances in Molecular Relaxation and Interaction Processes 
10402	0960-5428	NULL	NULL	NULL	Merged:Journal of Neuroimmunology 
10404	1073-4449	NULL	NULL	NULL	Now:Advances in Chronic Kidney Disease 
10409	0894-8321	NULL	NULL	NULL	Merged:Journal of Air Medical Transport 
10415	0309-586X	NULL	NULL	NULL	Now:Agricultural Administration and Extension 
10418	0002-1571	NULL	NULL	NULL	Now:Agricultural and Forest Meteorology 
10419	1671-2927	NULL	NULL	NULL	Now:Journal of Integrative Agriculture 
10421	0141-4607	NULL	NULL	NULL	Now:Biological Wastes 
10424	0304-1131	NULL	NULL	NULL	Merged:Agriculture, Ecosystems & Environment 
10426	0304-3746	NULL	NULL	NULL	Merged:Agriculture, Ecosystems & Environment 
10439	1530-1567	NULL	NULL	NULL	Now:Academic Pediatrics 
10458	0270-4684	NULL	NULL	NULL	Merged:Research in Developmental Disabilities 
10462	0889-8537	NULL	NULL	NULL	Now:Anesthesiology Clinics 
10470	0753-9053	NULL	NULL	NULL	Now:Annales de Chirurgie de la Main et du Membre Supérieur 
10475	0003-3995	NULL	NULL	NULL	Now:European Journal of Medical Genetics 
10479	0769-2625	NULL	NULL	NULL	Merged:Microbes and Infection 
10480	0769-2609	NULL	NULL	NULL	Now:Research in Microbiology 
10481	0769-2617	NULL	NULL	NULL	Merged:Microbes and Infection 
10484	0168-6054	NULL	NULL	NULL	Now:Annals of Physical and Rehabilitation Medicine 
10488	0003-438X	NULL	NULL	NULL	Now:Annales françaises d'Oto-rhino-laryngologie et de Pathologie Cervico-faciale 
10501	0003-4843	NULL	NULL	NULL	Now:Annals of Pure and Applied Logic 
10508	0074-2740	NULL	NULL	NULL	Now:Annals of the ICRP 
10511	0066-4138	NULL	NULL	NULL	Now:Annual Reviews in Control 
10512	0959-8030	NULL	NULL	NULL	Merged:Aquaculture 
10515	1294-5501	NULL	NULL	NULL	Now:Journal des Anti-infectieux 
10516	0738-1751	NULL	NULL	NULL	Merged:Antimicrobics and Infectious Diseases Newsletter 
10523	0378-5963	NULL	NULL	NULL	Now:Applied Surface Science 
10529	0304-3762	NULL	NULL	NULL	Now:Applied Animal Behaviour Science 
10531	0166-9834	NULL	NULL	NULL	Now:Applied Catalysis A:General and  Applied Catalysis B:Environmental 
10547	0270-3092	NULL	NULL	NULL	Merged:Research in Developmental Disabilities 
10553	1058-9139	NULL	NULL	NULL	Now:Pain Forum 
10564	0003-9365	NULL	NULL	NULL	Now:Protist 
10582	0090-9092	NULL	NULL	NULL	Now:The Arts in Psychotherapy 
10588	0954-1810	NULL	NULL	NULL	Now:Advanced Engineering Informatics 
10590	1320-1646	NULL	NULL	NULL	Now:Australasian Marketing Journal (AMJ) 
10591	0915-6992	NULL	NULL	NULL	Now:Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology 
